Price,Area,Location,No. of Bedrooms,Is_New,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool,Price per sq ft.,Total Amenities
5000000,1000,Panvel,2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000",0
16500000,860,Kandivali East,2,New,1,1,1,1,1,1,1,1,1,1,0,1,1,"19,186",12
3500000,590,Dombivli (West),2,Old,0,0,1,0,1,1,0,0,0,0,0,0,0,"5,932",3
13500000,995,Thane West,2,New,1,1,1,0,0,1,0,1,0,0,0,0,1,"13,568",6
20000000,1500,CBD Belapur East,3,Old,0,1,1,0,0,0,0,0,0,0,0,0,1,"13,333",3
13500000,1200,CBD Belapur East,2,Old,0,1,1,0,0,0,0,0,0,0,0,0,1,"11,250",3
19500000,1400,CBD Belapur East,3,Old,1,1,1,0,0,0,0,0,0,0,0,0,1,"13,929",4
17000000,670,Parel Village,1,Old,0,1,1,0,1,0,0,0,0,0,0,0,0,"25,373",3
39400000,2080,Karave Nagar,3,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"18,942",5
7800000,1125,Sector35D Kharghar,2,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"6,933",5
7800000,600,Sector 19A Nerul,1,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"13,000",5
16000000,650,Antop Hill,1,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"24,615",5
27500000,1250,Antop Hill,3,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"22,000",5
18000000,769,Wadala East Wadala,1,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"23,407",5
21500000,1010,Suman Nagar,2,Old,0,1,1,0,1,0,0,0,0,0,0,0,0,"21,287",3
14900000,698,Wadala East Wadala,1,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"21,347",5
20500000,1000,Antop Hill,2,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"20,500",5
26000000,1371,Wadala East Wadala,3,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"18,964",5
21000000,1130,Bhakti Park,2,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"18,584",5
12800000,700,Antop Hill,1,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"18,286",5
12000000,700,Antop Hill,1,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"17,143",5
18000000,1060,Wadala East Wadala,2,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"16,981",5
47000000,2600,Wadala East Wadala,3,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"18,077",5
14000000,700,Pant Nagar,1,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"20,000",5
80000000,2453,Hanuman Chowk,4,Old,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,613",0
29000000,1543,Wadala East Wadala,3,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"18,795",5
32500000,1250,Wadala East Wadala,3,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"26,000",5
21000000,1135,Bhakti Park,2,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"18,502",5
55000000,1557,Lower Parel,3,New,1,0,0,0,0,1,0,1,0,0,0,0,1,"35,324",4
20000000,1400,CBD Belapur East,3,Old,1,1,1,0,0,0,0,0,0,0,0,0,1,"14,286",4
11500000,960,CBD Belapur East,2,Old,1,0,0,0,0,0,0,0,0,0,0,0,1,"11,979",2
11000000,440,Bandra East,1,Old,0,0,1,0,0,1,0,0,0,0,1,0,0,"25,000",3
66600000,833,Willingdon,2,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"79,952",3
11000000,1150,Ulwe,2,Old,0,1,1,1,1,0,1,0,0,0,0,0,0,"9,565",5
4000000,625,Sector 18 Kamothe,1,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"6,400",3
6800000,1000,Kamothe,2,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"6,800",3
4900000,620,Sector 21 Kamothe,1,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"7,903",3
59500000,2730,Dahisar,4,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"21,795",4
37000000,1361,Dahisar,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"27,186",4
36500000,1250,Dahisar,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"29,200",4
28000000,1850,Dahisar,3,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"15,135",4
43000000,1850,Dahisar,3,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"23,243",4
29000000,980,Dahisar,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"29,592",4
35000000,873,Dahisar,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"40,092",4
26000000,1230,Dahisar,3,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"21,138",4
26000000,1250,Dahisar,3,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"20,800",4
44000000,1721,Dahisar,3,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"25,567",4
11000000,585,VishnuNagar,1,Old,0,1,1,0,1,0,0,0,0,0,0,0,0,"18,803",3
4050000,675,Vichumbe,1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,000",0
16500000,1500,Kharghar,3,Old,1,1,1,0,1,1,1,0,0,1,0,1,1,"11,000",9
13500000,1140,Thane West,3,New,1,1,1,1,1,1,1,1,1,1,0,1,1,"11,842",12
9900000,771,Thane West,2,New,1,1,1,1,1,1,1,1,1,1,0,1,1,"12,840",12
40000000,2000,Kandivali West,4,Old,1,1,1,0,1,1,1,0,1,0,0,1,1,"20,000",9
14900000,900,Vashi,2,Old,0,1,1,0,1,1,0,0,0,0,0,0,0,"16,556",4
8500000,990,Poonam Sagar Complex,2,Old,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,586",0
45000000,5500,Santacruz East,4,New,1,1,1,1,1,1,1,1,1,1,1,1,1,"8,182",13
60000000,1836,Dadar West,3,New,1,1,1,1,1,1,1,1,1,1,1,1,1,"32,680",13
5600000,1000,Kalyan West,3,Old,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,600",0
14800000,1505,Thane West,3,New,1,1,1,0,1,1,1,0,1,0,0,1,1,"9,834",9
15400000,1570,Thane West,3,New,1,1,1,0,1,1,1,0,1,0,0,1,1,"9,809",9
12900000,1311,Thane West,3,New,1,1,1,0,1,1,1,0,1,0,0,1,1,"9,840",9
12700000,1290,Thane West,3,New,1,1,1,0,1,1,1,0,1,0,0,1,1,"9,845",9
11500000,1170,Thane West,2,New,1,1,1,0,1,1,1,0,1,0,0,1,1,"9,829",9
10800000,1102,Thane West,2,New,1,1,1,0,1,1,1,0,1,0,0,1,1,"9,800",9
9485000,963,Thane West,2,New,1,1,1,0,1,1,1,0,1,0,0,1,1,"9,849",9
8184999,831,Thane West,2,New,1,1,1,0,1,1,1,0,1,0,0,1,1,"9,850",9
11900000,1209,Thane West,2,New,1,1,1,0,1,1,1,0,1,0,0,1,1,"9,843",9
9377000,952,Thane West,2,New,1,1,1,0,1,1,1,0,1,0,0,1,1,"9,850",9
9958000,1011,Thane West,2,New,1,1,1,0,1,1,1,0,1,0,0,1,1,"9,850",9
9997000,1015,Thane West,2,New,1,1,1,0,1,1,1,0,1,0,0,1,1,"9,849",9
11100000,1135,Thane West,2,New,1,1,1,0,1,1,1,0,1,0,0,1,1,"9,780",9
10400000,1065,Thane West,2,New,1,1,1,0,1,1,1,0,1,0,0,1,1,"9,765",9
92400000,3080,Andheri West,3,New,1,1,1,0,1,1,1,1,1,0,0,1,1,"30,000",10
113400000,3780,Andheri West,4,New,1,1,1,0,1,1,1,1,1,0,0,1,1,"30,000",10
139500000,4650,Andheri West,5,New,1,1,1,0,1,1,1,1,1,0,0,1,1,"30,000",10
16500000,1465,Thane West,3,Old,1,1,1,0,1,0,0,0,0,0,1,0,1,"11,263",6
12000000,950,Thane West,2,Old,1,1,1,1,1,1,1,1,1,0,0,0,1,"12,632",10
2800000,375,Mulund East,1,Old,0,1,1,1,1,0,0,0,1,0,0,0,0,"7,467",5
4800000,650,Mira Road East,1,Old,0,1,0,0,1,0,0,0,0,0,0,0,0,"7,385",2
18000000,630,Ghatkopar West,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"28,571",4
4300000,885,Powai Lake,2,Old,1,1,1,1,1,0,0,0,0,0,0,0,0,"4,859",5
7200000,1012,Kamothe,2,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"7,115",3
10000000,1129,Kamothe,2,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"8,857",3
4925000,600,Kamothe,1,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"8,208",3
7000000,1012,Kamothe,2,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"6,917",3
12200000,1565,Kamothe,3,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"7,796",3
5200000,630,Kamothe,1,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"8,254",3
10400000,1129,Kamothe,2,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"9,212",3
5100000,605,Kamothe,1,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"8,430",3
5000000,600,Kamothe,1,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"8,333",3
7900000,1000,Kamothe,2,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"7,900",3
9500000,1310,Kamothe,2,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"7,252",3
9500000,1225,Kamothe,2,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"7,755",3
9300000,1310,Kamothe,2,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"7,099",3
12500000,1540,Kamothe,3,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"8,117",3
12400000,1565,Kamothe,3,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"7,923",3
9800000,1225,Kamothe,2,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"8,000",3
4800000,600,Kamothe,1,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"8,000",3
4950000,635,Kamothe,1,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"7,795",3
5300000,650,Kamothe,1,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"8,154",3
23000000,1680,Sector-8 Sanpada,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"13,690",4
32500000,2415,Sector-9 Ghansoli,4,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"13,458",4
14800000,1245,Airoli,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"11,888",4
3600000,600,Balkum,1,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"6,000",4
7000000,840,Hiranandani Estates,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"8,333",4
5898000,600,Majiwada,1,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"9,830",4
10800000,1209,Majiwada,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"8,933",4
9600000,1100,kavesar,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"8,727",4
6498999,730,kavesar,1,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"8,903",4
9497000,1200,kavesar,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"7,914",4
6497000,600,Vartak Nagar,1,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"10,828",4
7998000,990,Vartak Nagar,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"8,079",4
9496000,1100,Thane West,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"8,633",4
12200000,1327,Balkum,3,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"9,194",4
5894000,585,Majiwada,1,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"10,075",4
7494000,800,Majiwada,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"9,368",4
6498000,570,Vartak Nagar,1,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"11,400",4
9300000,1100,kavesar,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"8,455",4
7200000,860,Hiranandani Estates,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"8,372",4
10500000,1170,Majiwada,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"8,974",4
7495999,890,Vartak Nagar,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"8,422",4
9499000,1100,kavesar,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"8,635",4
7300000,800,Majiwada,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"9,125",4
5900000,585,Majiwada,1,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"10,085",4
12400000,1300,Vartak Nagar,3,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"9,538",4
8400000,376,Rajendra Nagar,1,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"22,340",4
19000000,764,Charkop,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"24,869",4
22200000,995,dhanukarwadi,3,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"22,312",4
8500000,405,Vazira,1,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"20,988",4
4400000,600,Kalyan West,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"7,333",4
10500000,400,Link Road,1,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"26,250",4
7300000,1149,Haware City,3,Old,1,1,1,0,0,0,1,0,1,0,0,0,1,"6,353",6
4250000,560,Haware City,1,Old,1,1,0,0,1,0,1,0,1,0,0,0,1,"7,589",6
6000000,650,Mira Road East,1,Old,0,1,1,0,1,1,0,1,1,0,0,1,0,"9,231",7
26000000,1045,Goregaon West,2,Old,1,1,1,1,1,1,1,1,1,1,1,1,1,"24,880",13
8500000,1175,Vasai West,3,Old,0,0,0,0,1,0,0,0,0,0,0,0,0,"7,234",1
13000000,550,Four Bunglows,1,Old,0,0,1,0,1,0,0,0,0,0,0,0,0,"23,636",2
15900000,867,Borivali West,2,New,0,1,1,0,1,0,0,0,0,0,0,0,0,"18,339",3
5550000,990,Palava,2,Old,0,0,1,0,1,0,0,0,0,0,0,0,0,"5,606",2
9900000,539,Borivali West,1,Old,1,1,1,0,1,0,1,0,0,0,1,0,0,"18,367",6
100000000,3300,Oshiwara Police Station Road,4,New,1,1,1,0,1,0,1,1,1,0,1,1,1,"30,303",10
2700000,640,Virar,1,New,1,1,1,0,1,1,1,1,0,1,0,1,1,"4,219",10
52500000,1450,Khar West,3,New,1,1,1,1,1,0,0,1,0,0,1,0,0,"36,207",7
55000000,1900,Bandra West,3,New,1,1,1,1,1,0,0,1,0,0,1,0,0,"28,947",7
72500000,1750,Bandra West,3,New,1,1,1,1,1,1,0,1,0,0,0,0,0,"41,429",7
75000000,1875,Andheri West,3,Old,1,1,1,1,1,1,1,1,1,1,1,1,1,"40,000",13
75000000,1600,Almeida Park,3,Old,1,1,1,1,1,0,0,1,0,1,1,0,0,"46,875",8
35000000,1000,Bandra West,2,Old,0,1,1,0,1,0,0,0,0,0,1,0,0,"35,000",4
29200000,909,Seven Bunglow,2,Old,0,0,1,0,1,0,0,0,0,0,0,0,0,"32,123",2
3200000,285,Vasai east,1,Old,0,0,1,0,1,0,0,0,0,0,0,0,0,"11,228",2
14200000,950,Malad West,2,Old,1,1,1,1,1,1,1,1,1,0,0,0,0,"14,947",9
59400000,1080,Poddar Road,2,Old,0,0,1,0,1,0,0,0,0,0,0,0,0,"55,000",2
80000000,3498,Worli,3,Old,1,1,1,1,1,1,1,1,1,1,0,1,1,"22,870",12
2100000,245,Mira Road East,1,New,0,0,1,0,1,0,0,0,1,0,1,0,0,"8,571",4
7959999,755,Kalyan West,2,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"10,543",4
2350000,430,Badlapur East,1,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"5,465",4
3979999,413,Kalyan West,1,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"9,637",4
4100000,465,Kalyan West,1,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"8,817",4
4800000,610,Kalyan West,2,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"7,869",4
4380000,610,Kalyan West,2,Old,0,0,1,1,0,0,0,0,1,0,0,0,0,"7,180",3
4380000,610,Kalyan West,2,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"7,180",4
5060000,650,Kalyan West,2,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"7,785",4
4380000,430,Kalyan West,1,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"10,186",4
4800000,485,Kalyan West,1,Old,0,0,1,1,1,0,0,0,1,0,0,0,0,"9,897",4
5800000,686,Dombivali East,2,Old,1,0,1,1,1,0,0,0,1,0,0,0,0,"8,455",5
4580000,430,Kalyan West,1,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"10,651",4
2600000,500,Badlapur East,1,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"5,200",4
7500000,660,Kalyan West,2,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"11,364",4
4450000,455,Kalyan West,1,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"9,780",4
2840000,466,Ambernath East,1,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"6,094",4
5800000,686,Dombivali East,2,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"8,455",4
3500000,450,Kalyan West,1,Old,0,0,1,1,1,0,0,0,1,0,0,0,0,"7,778",4
7100000,660,Kalyan West,2,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"10,758",4
8300000,790,Kalyan West,2,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"10,506",4
2560000,441,Badlapur East,1,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"5,805",4
2400000,480,Badlapur,1,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"5,000",4
4650000,525,Kalyan West,1,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"8,857",4
5800000,663,Kalyan West,2,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"8,748",4
4200000,440,Kalyan West,1,Old,0,1,1,1,0,0,0,0,1,0,0,0,0,"9,545",4
3700000,417,Kalyan West,1,Old,0,0,1,1,0,0,0,0,1,0,0,0,0,"8,873",3
3700000,650,Taloja,1,New,0,1,1,1,0,0,1,0,1,0,0,0,0,"5,692",5
4800000,660,Kharghar,1,New,0,1,1,0,0,0,0,0,0,0,0,0,0,"7,273",2
41200000,2300,Malad East,4,Old,1,1,1,0,1,1,1,1,0,0,1,1,1,"17,913",10
12000000,720,Malad East,1,Old,1,1,1,0,1,1,1,1,0,0,1,1,1,"16,667",10
2800000,510,Taloja,1,New,1,1,1,1,1,0,0,1,0,0,0,0,0,"5,490",6
2600000,520,Taloja,1,New,0,1,1,1,1,0,0,0,0,0,0,0,0,"5,000",4
2400000,490,Taloja,1,New,0,1,1,1,1,0,0,1,0,0,0,0,0,"4,898",5
2200000,470,Taloja,1,New,0,1,1,1,1,0,0,1,1,0,0,0,0,"4,681",6
15000000,800,Chembur,2,New,1,0,0,0,1,0,1,0,0,1,0,0,0,"18,750",4
55000000,1225,Khar West,3,Old,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,898",0
65000000,1175,Khar West,3,Old,0,0,0,0,0,0,0,0,0,0,0,0,0,"55,319",0
8300000,1095,Mira Road East,2,New,1,1,1,0,1,1,1,1,1,0,0,1,0,"7,580",9
5100000,695,Mira Road East,1,New,1,1,1,1,1,1,1,1,1,0,0,1,1,"7,338",11
8100000,1055,Mira Road East,2,New,1,1,1,0,1,1,0,0,1,0,0,1,1,"7,678",8
6800000,875,Mira Road East,2,New,1,1,1,0,1,1,0,0,1,0,0,1,1,"7,771",8
5100000,675,Mira Road East,1,New,1,1,1,0,1,1,0,0,1,0,0,1,1,"7,556",8
46000000,1150,Worli,2,New,1,1,1,1,1,1,1,1,1,1,0,1,1,"40,000",12
105500000,2285,Worli,3,Old,1,1,1,1,1,1,1,1,1,1,0,1,1,"46,171",12
65000000,1500,Gulmohar Road,3,Old,1,1,1,0,1,0,0,0,1,0,0,0,0,"43,333",5
88000000,2394,Mahalaxmi,3,Old,1,1,1,0,1,1,1,1,1,1,0,1,1,"36,759",11
122500000,3150,Worli,4,Old,1,1,1,1,1,1,1,1,1,1,0,1,1,"38,889",12
71000000,2580,Worli,3,Old,1,1,1,0,1,0,1,1,1,0,0,1,1,"27,519",9
55000000,1125,Parel,2,Old,1,1,1,0,1,1,1,0,1,1,0,1,1,"48,889",10
145000000,3800,Khar West,4,New,1,1,1,0,1,1,0,0,0,0,0,0,0,"38,158",5
65000000,2250,Vile Parle E,4,New,1,1,1,0,1,1,0,0,0,0,0,0,1,"28,889",6
12800000,750,Pokhran Road No 2,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"17,067",4
12800000,1100,Sainath Nagar,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"11,636",4
22500000,1900,Sainath Nagar,3,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"11,842",4
19000000,1600,Sainath Nagar,3,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"11,875",4
27000000,2300,Kapur Bawdi,4,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"11,739",4
17500000,2400,Manpada near Tiku ji ni wadi,3,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"7,292",4
13200000,1120,Kapur Bawdi,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"11,786",4
2300000,254,Mira Road East,1,Old,0,1,0,0,1,0,0,0,0,0,0,0,0,"9,055",2
2000000,220,Mira Road East,1,Old,0,1,0,0,1,0,0,0,0,0,1,0,0,"9,091",3
8300000,525,Kandivali East,1,Old,1,1,1,1,1,0,1,1,0,0,1,1,1,"15,810",10
7400000,650,Nerul,1,Old,0,1,1,0,1,0,0,0,0,0,1,0,0,"11,385",4
9500000,826,Kolshet Industrial Area,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"11,501",4
7500000,1050,PARSIK NAGAR,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"7,143",4
5800000,630,PARSIK NAGAR,1,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"9,206",4
9000000,985,PARSIK NAGAR,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"9,137",4
5000000,650,PARSIK NAGAR,1,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"7,692",4
7800000,1000,PARSIK NAGAR,2,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"7,800",4
4200000,650,Sector16 Ulwe,1,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"6,462",3
11100000,1205,Seawoods,2,Old,0,1,1,0,1,0,0,0,0,0,0,0,0,"9,212",3
18900000,1225,Thakur complex,2,Old,0,1,1,1,1,1,0,1,0,0,1,0,0,"15,429",7
14000000,900,Borivali East,2,Old,0,1,1,0,1,0,0,0,1,0,1,0,0,"15,556",5
15000000,1000,Kandivali East,2,Old,1,1,1,1,1,1,1,1,1,1,1,1,1,"15,000",13
7600000,560,thakur village kandivali east,1,Old,0,1,1,0,1,0,0,0,1,0,0,0,1,"13,571",5
125000000,5320,Kandivali East,5,Old,1,1,1,1,1,1,1,1,1,1,1,1,1,"23,496",13
65000000,2590,Kandivali East,6,Old,1,1,1,1,1,1,1,1,1,1,1,1,1,"25,097",13
16500000,1065,Kandivali East,3,Old,0,0,1,1,1,1,0,1,1,0,0,0,0,"15,493",6
7400000,650,Bhandup West,1,New,1,1,1,0,1,1,0,1,0,0,0,1,0,"11,385",7
8500000,800,Mira Road East,2,Old,0,1,1,0,1,0,0,0,1,0,1,0,0,"10,625",5
11000000,1102,Majiwada thane,2,Old,0,0,1,1,0,0,0,0,1,0,0,0,0,"9,982",3
15000000,1400,Mumbai Agra National Highway,3,Old,0,0,1,1,0,0,0,0,1,0,0,0,0,"10,714",3
13500000,1250,Anand Nagar Thane West,2,Old,0,0,1,1,0,0,0,0,1,0,0,0,0,"10,800",3
12800000,1100,Majiwada thane,2,Old,0,0,1,1,0,0,0,0,1,0,0,0,0,"11,636",3
19000000,1600,Majiwada thane,3,Old,0,0,1,1,0,0,0,0,1,0,0,0,0,"11,875",3
15000000,1400,Majiwada thane,3,Old,0,0,1,1,0,0,0,0,1,0,0,0,0,"10,714",3
12800000,1100,Sainath Nagar,2,Old,0,0,1,1,0,0,0,0,1,0,0,0,0,"11,636",3
22500000,1900,Sainath Nagar,3,Old,0,0,1,1,0,0,0,0,1,0,0,0,0,"11,842",3
19000000,1600,Sainath Nagar,3,Old,0,0,1,1,0,0,0,0,1,0,0,0,0,"11,875",3
14000000,1014,Charkop Sector 8,2,Old,0,1,1,0,1,1,0,1,0,0,1,0,0,"13,807",6
9100000,920,Thane West,2,New,1,1,0,0,1,1,1,0,0,0,1,1,0,"9,891",7
29400000,1450,Andheri,3,New,1,1,1,0,1,1,1,0,0,1,0,0,1,"20,276",8
22200000,900,Andheri,3,New,0,1,1,0,1,0,0,1,0,0,0,0,0,"24,667",4
10500000,980,Borivali,2,New,1,1,0,0,1,1,0,1,1,0,0,1,0,"10,714",7
13200000,918,Borivali East,2,New,1,1,0,0,1,1,0,1,1,0,0,1,0,"14,379",7
14200000,925,Kandivali West,2,New,1,1,1,0,1,1,1,1,1,0,0,1,1,"15,351",10
16000000,1232,Malad East,2,New,1,1,1,1,1,1,1,0,1,0,0,1,1,"12,987",10
10300000,975,Malad East,2,New,1,1,1,0,1,0,1,1,1,0,0,1,1,"10,564",9
8100000,710,Malad East,1,New,1,1,1,0,1,0,1,1,1,0,0,1,1,"11,408",9
20099999,1100,Malad West,2,New,1,1,1,1,1,1,1,1,1,1,0,1,1,"18,273",12
11700000,840,Malad West,2,New,1,1,1,0,1,0,1,0,0,0,0,1,0,"13,929",6
2816000,630,Vasai,1,New,0,1,1,0,1,0,0,1,0,0,0,0,0,"4,470",4
2596000,590,Vasai,1,New,0,1,1,0,1,0,0,1,0,0,0,0,0,"4,400",4
8000000,950,Kharghar,2,Old,0,0,1,1,1,0,0,0,0,0,0,0,0,"8,421",3
4300000,800,Kharghar,1,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"5,375",4
8000000,1075,Kharghar,2,Old,1,1,1,1,1,1,1,1,1,0,0,1,1,"7,442",11
8300000,1050,Kharghar,2,Old,1,1,1,1,1,0,1,0,1,0,0,1,1,"7,905",9
4500000,600,Kharghar,1,Old,1,1,1,1,1,1,1,1,1,0,0,1,1,"7,500",11
5000000,650,Kharghar,1,Old,0,1,1,1,1,0,0,0,0,0,0,0,0,"7,692",4
8500000,1175,Kharghar,2,Old,1,1,1,1,1,1,1,1,0,0,0,0,0,"7,234",8
8500000,1050,Kharghar,2,Old,1,1,1,1,1,0,1,0,1,0,0,1,1,"8,095",9
9500000,1120,Kharghar,2,Old,1,1,1,1,1,1,1,1,1,1,0,1,1,"8,482",12
6500000,735,Kharghar,1,Old,1,1,1,1,1,1,1,0,0,1,0,1,1,"8,844",10
7000000,735,Kharghar,1,Old,1,1,1,1,1,1,1,1,1,1,0,1,1,"9,524",12
6500000,649,Kharghar,1,Old,0,1,1,1,1,0,0,1,1,0,0,1,0,"10,015",7
6500000,660,Kharghar,1,Old,1,1,1,1,1,0,1,1,1,0,0,1,1,"9,848",10
8500000,1000,Kharghar,2,Old,1,1,1,0,1,0,0,0,1,0,0,1,1,"8,500",7
